Frequency (Hz),Trace 1 (dB?),Phase (deg),Trace 2 (dB?),Phase (deg)
180.6640625,-70.88780142314751,5.109203758764831,-23.81760383439658,89.08847110084793
181.884765625,-71.43590020588744,7.6081931886413585,-27.783780048676242,107.2976620377817
183.10546875,-73.6034974140012,7.8082173246943976,-34.600807591646706,131.47896114233322
184.326171875,-76.77620338374186,175.62929357704743,-49.85196360979485,48.14865549209891
185.546875,-82.57088313715668,142.86703959779243,-41.145795643292395,6.79511402327342
186.767578125,-85.10474173878956,69.05679005189887,-39.97678043463707,147.23147773362135
187.98828125,-81.50359351702733,43.994512810877445,-34.40476499049528,106.62873236871889
189.208984375,-79.09930611130696,51.17593308103246,-31.742618827845778,87.46772433103668
190.4296875,-76.99186608104489,77.21679746877027,-32.47275377763604,112.38560406540873
191.650390625,-73.35926392726302,106.36942751835026,-28.691299452471863,168.8176017359994
192.87109375,-70.26241089109884,120.86902534099497,-24.124675725182033,14.920805836026515
194.091796875,-69.79466770889867,129.31179157453786,-22.484729818856273,27.68148380019292
195.3125,-71.72467437566486,135.09530899867593,-23.881181728607555,28.926974892436252
196.533203125,-75.87636464915417,141.7453841835923,-26.81632770555034,24.046427425915123
197.75390625,-85.07448560036718,160.28648334223737,-28.570062030775752,19.30834749206712
198.974609375,-93.80771573531189,166.3207931889,-28.054767194301846,179.87656772992653
200.1953125,-85.40324480817543,22.10333761886677,-27.282622740773917,1.0872699410342437
201.416015625,-81.21996925350344,44.901700604057154,-26.765243449980574,19.14056309164307
202.63671875,-78.31248452518156,49.48086007428485,-27.577491127099467,14.79101212550613
203.857421875,-81.19195487017379,53.1328933303033,-34.03076728990077,20.50793128716756
205.078125,-109.67332436779778,157.17936213905992,-36.753541906291154,134.95802943220255
206.298828125,-82.50658052153267,70.61523769764639,-31.854596672949388,173.5901770536637
207.51953125,-76.5908939153179,76.84320907646747,-27.796457992464898,0.582033914681434
208.740234375,-74.48047493827795,87.91633899237554,-26.087959502872625,3.9164160517824014
209.9609375,-75.97406334228542,119.6422971529765,-27.68110993182843,24.563144152973322
211.181640625,-75.81083486624296,147.78045513035684,-27.321211000042567,48.75715004660213
212.40234375,-77.29090368793236,142.82586433933778,-26.355881142843792,51.84426492258686
213.623046875,-86.40696370271726,122.51143404984798,-27.046794728397533,39.40186599773398
214.84375,-84.06951257530028,179.55361872442614,-28.092644911387886,13.687070393683033
216.064453125,-76.69205116409744,168.90638724459347,-28.482118805794702,153.2523503409708
217.28515625,-75.24791475887457,149.28204966588194,-28.394055185347646,118.97123492152225
218.505859375,-78.91784752408923,113.98627243663444,-30.931251293543106,87.78665277886098
219.7265625,-80.30876437525092,39.206598677849165,-33.70403671926951,62.09660069749511
220.947265625,-76.67349180443551,4.411715891414512,-36.866424153553254,74.58527657782162
222.16796875,-75.91096767022987,145.97231063445716,-32.59465008198335,118.52625032661852
223.388671875,-73.96805086905081,103.66484475588818,-28.15170409874355,127.79926478852492
224.609375,-73.04155036328723,80.83446327817569,-29.141392127087343,126.48810525656009
225.830078125,-72.99173205808327,71.86556909166137,-34.4380159090677,143.89555940286638
227.05078125,-75.14359457219732,72.94213429508828,-35.832413306446426,11.865866227028924
228.271484375,-87.44834302301099,97.56669088552576,-34.2683735058872,45.11558448327355
229.4921875,-78.21861368652495,50.61435529976082,-30.69372011612671,66.9161651009788
230.712890625,-73.97101042179868,47.98050532682194,-30.20717466551178,69.0720586867551
231.93359375,-74.39180058904934,41.54684566429592,-33.09575133712474,76.2336683170916
233.154296875,-77.01038369526633,33.4563066103163,-33.81872456390489,97.66182308490929
234.375,-83.87908070780638,15.455430074154457,-36.32696243224739,85.79051394857515
235.595703125,-96.7167851224713,147.68987203051674,-37.97838826354177,162.74425954386405
236.81640625,-83.20283533770339,145.9951738377114,-27.862935893717527,131.32716305688402
238.037109375,-82.95956374404534,124.40373302552318,-24.801856781103222,132.80325029427922
239.2578125,-84.19897340376464,71.72319353564929,-25.212877302910492,133.68264725160336
240.478515625,-86.1833357743644,24.239030990648125,-25.895810975886246,129.37283539331142
241.69921875,-91.60162249001465,9.001865799384934,-28.82701035035399,127.05377810332821
242.919921875,-89.74771641317572,164.1863319427417,-36.08104605450801,113.13221384577811
244.140625,-79.91788427558822,176.3763171898344,-38.782342918349265,33.363878192374905
245.361328125,-78.49768385717753,161.69748748575412,-31.48379203462263,178.2976593326276
246.58203125,-80.092817366686,141.0469180035051,-28.078147396060977,177.09871256669427
247.802734375,-84.7601446962276,93.12059499512571,-27.181310587842265,176.01942320230125
249.0234375,-80.00462903992485,28.990541711898647,-28.967057339317396,171.35145485924423
250.244140625,-77.13872744902844,15.680462357597598,-34.028610386484445,174.10232435533405
251.46484375,-78.19328294025435,21.637944381453966,-37.288130066140546,25.23204087246098
252.685546875,-80.53162463179422,56.4006850761435,-31.637511165061994,48.04996966961057
253.90625,-76.68219689384081,87.94931666407099,-26.366520915540818,34.50125876231731
255.126953125,-73.57244277589282,94.33018437772714,-22.84394719252922,22.44189874290183
256.34765625,-73.92378664978837,93.76492045396938,-21.554385431040707,17.280105185634984
257.568359375,-76.37836091323932,80.99290825507319,-21.59272210627514,10.163155848237203
258.7890625,-79.61428706044236,70.75109606077005,-22.851507097791867,5.465315360391813
260.009765625,-82.92602803577223,112.34984446930162,-25.874050103429475,9.33549137648334
261.23046875,-76.27749923875469,155.00493929849043,-28.383081765961702,40.9763584942426
262.451171875,-72.02616507007627,161.42319428324964,-25.558527457792046,77.88996572074066
263.671875,-71.27839762141039,164.13265235533345,-22.722718269029635,89.42659185283912
264.892578125,-73.25040097177447,174.4198564249208,-21.2475018484816,94.07839041271909
266.11328125,-77.85932617910119,25.60348823674483,-22.29923122257547,101.42211236470614
267.333984375,-81.1315397154503,105.13727188855273,-28.245980454931946,113.16604990321073
268.5546875,-76.8155730595693,144.02673779261377,-39.98825925602691,177.13508302555846
269.775390625,-76.8899032347375,147.04741011837478,-33.77067344505128,59.57999831022049
270.99609375,-79.91902767497808,156.83339993553497,-31.36776582125801,74.22161067464147
272.216796875,-84.02420935328686,165.2605429651474,-35.539787931600884,72.962231179302
273.4375,-84.87667340682921,151.83617127554598,-34.27221607108285,7.753779186262144
274.658203125,-78.1950305847093,144.62135596311123,-27.43174409974161,13.664895618343511
275.87890625,-74.1510692751345,147.48746972004443,-25.072060014686222,32.89757350677786
277.099609375,-74.8519740188021,163.86428852578345,-25.58510716883449,50.39540113364133
278.3203125,-78.47002629659671,15.281181287030766,-28.5297740769822,58.267915934274086
279.541015625,-79.43822206927534,69.15422879531333,-34.39947139291548,62.32469558939572
280.76171875,-73.47321584273108,100.0661738696368,-51.297622933705995,32.322713172596934
281.982421875,-70.30963622221972,109.48099373907186,-33.49516019600884,65.46429887366716
283.203125,-71.17118616314,113.71606801373386,-33.8968166397359,76.03162911465746
284.423828125,-74.61006462620747,112.59956241371927,-38.29871382923346,130.14054823817926
285.64453125,-80.10120256230474,124.06859077961943,-31.33021050633318,156.24939707617168
286.865234375,-82.32578068917925,33.546722823816935,-24.87314531765658,158.59500091667527
288.0859375,-75.80590251710672,65.58253862830142,-21.251580118459543,160.8251357556444
289.306640625,-74.80501023692885,57.07114098835766,-20.538745949828513,156.03417729514672
290.52734375,-75.93094909884984,22.340515875851388,-23.04325125587912,149.3810535524735
291.748046875,-74.94573893682683,179.9327586490681,-30.041228641174705,149.44898839770926
292.96875,-75.20554762282632,2.0800792719455488,-46.57778338608024,5.5812482897277516
294.189453125,-78.69832180295285,23.604918664299138,-38.09360144162837,144.2570226167926
295.41015625,-76.78661090553382,87.93557331826378,-35.25345192118394,144.16554798586668
296.630859375,-72.92379756061395,118.3138889901756,-36.2635959940071,133.172047243807
297.8515625,-71.8929243756733,147.2818757058378,-38.573986372254005,147.340153831564
299.072265625,-70.27113313435157,178.18717277207784,-39.649306169768,120.07530956383025
300.29296875,-68.21256141131548,15.260102290584395,-29.94645427581442,71.14788595495165
301.513671875,-67.54019021020422,14.844752460279084,-24.513484323579636,50.82536258168484
302.734375,-67.89419657898188,0.8824598848889357,-22.110117501359138,33.82505474168265
303.955078125,-69.07427415542469,155.23759106156734,-21.934608568395117,21.763808337793908
305.17578125,-69.35761251632121,125.01164507074469,-23.428533545043642,11.73142118238418
306.396484375,-69.69824683622423,110.35625013304819,-26.377506890136694,5.81690057741394
307.6171875,-72.26067823431347,103.82349768488578,-31.974717152508674,23.350974041229563
308.837890625,-75.2055769011136,108.6218692957324,-31.429738077240504,72.08287240906441
310.05859375,-77.9794971260318,137.33169170925456,-28.612842052392857,86.94650363147112
311.279296875,-85.50514755031233,10.956350264507037,-30.8168012387925,92.91569005059266
312.5,-90.26200956113979,108.28727319961611,-45.54050768674899,59.553962260350694
313.720703125,-90.89332270917288,135.07620994544357,-34.93405560031831,76.83724244155466
314.94140625,-84.86088003085199,140.1206479861494,-28.323294110929833,67.80621560594058
316.162109375,-89.93083039193891,170.34463444459797,-26.73250881071062,66.75611085661318
317.3828125,-84.42299454026964,135.31581183648038,-27.529301846187167,48.32560594122286
318.603515625,-79.85646835565582,175.12259238681537,-29.652656371519377,22.081134710471623
319.82421875,-76.68214547933131,30.1319642295108,-30.852956333429592,155.4504246551901
321.044921875,-73.0375444382438,42.25587204684486,-25.711492407279707,129.91805152737481
322.265625,-70.68829390531943,46.55388496849047,-22.751404747682162,124.99383774471048
323.486328125,-71.23121354866032,54.193650118379566,-23.227944778797024,125.60363014818671
324.70703125,-73.92159754660887,62.485561317901336,-25.769607699417705,134.39798458403038
325.927734375,-78.4411099078672,66.26335988355055,-30.881254182796116,138.00152449339808
327.1484375,-84.86934516780137,105.97170666177986,-42.83618656181577,25.344606995839477
328.369140625,-84.64132535166485,142.39707803704815,-30.30361977533914,167.57781252733687
329.58984375,-84.94701363500418,7.536816532349348,-26.951988046974208,167.47638418110267
330.810546875,-77.2644597417544,34.94917906910686,-26.163515823722964,164.2633826782214
332.03125,-74.58866703240132,46.76920590843275,-26.88733342944719,161.79783805991255
333.251953125,-71.61291473026512,66.86358190518892,-27.939518768474954,171.15590792326228
334.47265625,-68.64889743441861,81.46716811582365,-28.31666925888021,12.903522704228362
335.693359375,-67.80247681062717,96.60707603012071,-27.06902781658296,27.997566938733794
336.9140625,-68.23694977695021,101.91063132527117,-26.483646028222307,29.24192017934468
338.134765625,-70.02781009688312,99.22331575545334,-27.529493473859183,27.490473907603807
339.35546875,-72.88271369520312,106.29189909713949,-29.282149871065975,36.42027948509806
340.576171875,-73.717788733421,117.61666473884944,-28.872903354808976,59.94739036669271
341.796875,-71.57556767040779,120.97637725853035,-27.074273632831808,73.39103270283522
343.017578125,-70.41652965970249,115.5225469980017,-30.18247938103692,82.70043951879688
344.23828125,-71.07403908772997,92.21598291671559,-39.7613192962294,111.66364597810453
345.458984375,-69.74629873610904,64.46776407737659,-25.52433267013064,112.15011302776412
346.6796875,-67.53029719780548,46.06195553773815,-21.604032738549886,112.86587281416129
347.900390625,-67.57146128139067,29.904482402171762,-21.23491449781978,111.51244959258143
349.12109375,-70.73651536153224,26.000366538476914,-25.059633583887482,123.59779840520545
350.341796875,-74.27906126270678,40.063757731773116,-30.011651899718707,160.17396577747746
351.5625,-80.67924124818516,17.717781231470134,-35.519404590546905,24.444014607806317
352.783203125,-79.2591129189145,106.46548113431706,-35.91906635298387,82.09250626758212
354.00390625,-77.19099845220224,90.54491673803757,-35.88146362601126,103.7830223720151
355.224609375,-77.36464649559453,89.13837435827001,-33.5961259908901,127.75973383361243
356.4453125,-77.29482207506948,80.19168738278555,-28.589083275812616,127.45156009096337
357.666015625,-76.604479755484,52.50018413507015,-24.597498596250457,122.80134900616551
358.88671875,-74.27752785339224,40.24714792428174,-22.582492433183525,114.43308750980704
360.107421875,-73.46058718703843,56.99398594370481,-22.405862470686824,105.69149488199817
361.328125,-73.1569922211001,93.40751855377002,-24.34867789203441,103.20275053460624
362.548828125,-71.89375768565006,133.85742461372917,-30.283430912348983,97.67673568538419
363.76953125,-68.93373799169053,164.26106377016902,-38.63228037617294,137.63969305108975
364.990234375,-67.4118887134846,178.42227326532043,-28.050334366857324,116.40634639197974
366.2109375,-68.95678026493334,11.886668384089246,-26.084192831278852,119.4215211937937
367.431640625,-72.59141995725649,19.90253107978792,-25.92233142366156,110.38945787438861
368.65234375,-82.18112992781909,8.717065187414528,-27.770936393318692,87.5054831998671
369.873046875,-89.78998879891668,162.25117487138021,-31.110942185769083,63.06527842348127
371.09375,-81.82536317283191,151.6111596479921,-32.435160999715585,41.76783426179827
372.314453125,-75.6221248719781,156.2658026193983,-33.898599353902185,17.90252110862696
373.53515625,-71.13318761591967,139.34070753942123,-53.090491590662495,107.08885962716421
374.755859375,-69.13030353929064,129.4340740430121,-33.09485931794705,17.796909717736067
375.9765625,-69.17659182028002,131.32428678698182,-31.865294161020014,28.105345588710545
377.197265625,-70.76889492337169,123.62716140041253,-34.48826944041065,44.58282377977204
378.41796875,-74.24043475619852,131.2372692524334,-32.93551826846475,86.71348509407544
379.638671875,-73.16417198363487,2.226260914033748,-27.94515719528985,110.30762235737652
380.859375,-70.37769376184231,13.19325737385224,-26.206773228033935,115.48299497218316
382.080078125,-69.86101861756882,4.847517291671848,-26.74058784196543,108.29250027914158
383.30078125,-70.0422301723847,173.4851927699041,-29.312220336757463,93.46978573294334
384.521484375,-72.87423434317019,170.37865532538618,-34.60805587013659,79.11697803346101
385.7421875,-80.61379726564869,167.49990102326527,-51.55919257143011,172.62924803941706
386.962890625,-86.50641469976642,151.6827635964821,-36.6197710551068,101.61337949408795
388.18359375,-78.63498144404628,20.559374648456917,-36.32068436033967,81.69355779803828
389.404296875,-71.97530378144815,23.46933578293842,-35.339543741994,26.535204931037125
390.625,-69.59524488349356,8.255357969318828,-35.24449812697026,178.26092703926463
391.845703125,-69.59764214619744,179.3740762139019,-38.48912007493976,153.17622071677394
393.06640625,-71.3885657538066,0.05793407310277976,-38.06654765275509,170.7529698963403
394.287109375,-75.9309273068753,158.4917664106378,-35.97741819162293,73.25708271151885
395.5078125,-76.9909218226411,75.37686945187447,-29.284539144243332,97.81004479065756
396.728515625,-74.04113084919354,26.457660810416392,-26.88177673885813,78.2125393338257
397.94921875,-74.23165755303783,176.8798327607969,-26.00808851992229,66.06375863032439
399.169921875,-77.59807814811012,147.61036935108362,-30.528734704204027,53.53430365042086
400.390625,-75.30037195874544,85.91670229692049,-32.187831699570395,168.4957820926169
401.611328125,-70.55601126466532,63.33503339067665,-28.9498873652426,154.30537650891205
402.83203125,-70.61896066855655,54.519982146740176,-29.09857348938957,150.1227844037698
404.052734375,-74.82113513959972,55.94430325479606,-28.26726436101181,154.0241022965507
405.2734375,-82.63091539643136,123.14757683607819,-28.148118234457584,172.7205860515334
406.494140625,-73.90372736423815,7.746501194877886,-29.516423059451007,18.586745858555794
407.71484375,-70.93578272916847,18.82751171890716,-31.182268669346804,25.406846179651286
408.935546875,-71.9780213262205,23.047815126020705,-33.55718193453954,34.17316395066164
410.15625,-76.35927923096926,12.601204563272944,-31.622960587409548,43.58271892553539
411.376953125,-83.83926972884129,107.06382523217752,-28.713357859886607,18.439434554183894
412.59765625,-75.98453016931305,35.17221751979949,-27.521252248620087,1.197861076338039
413.818359375,-72.54055036282756,21.93406200064663,-26.097283631629303,178.14732914959507
415.0390625,-74.31924735415788,21.353482679998237,-24.243609433489738,174.88726417626654
416.259765625,-79.45953194823255,23.266777028981465,-24.697189772958517,173.1841696973209
417.48046875,-78.88178078892844,57.078154590232906,-26.629848396427555,173.77469228740532
418.701171875,-76.38713920367263,90.15182169259116,-28.64842358163219,166.8537003611202
419.921875,-75.84945954106713,96.23097280320965,-29.820366474361357,153.77861438543133
421.142578125,-74.83366806785878,69.26878219559647,-28.813282738270225,132.97478850282042
422.36328125,-77.36339202407181,45.610493193299334,-27.045019254340716,120.78500606064559
423.583984375,-81.84576835361784,136.4438379527098,-27.71778233619895,120.2095450077079
424.8046875,-77.10693427569421,126.03376714546712,-30.16260799178291,123.53167775539514
